doc_id,title,abstract,year,source,subject,author,pub_type
ED651202,Faculty Employment Status and Native American Student Success and Retention,"The purpose of this quantitative correlational study was to explore if, and to what extent, faculty employment status predicted the subsequent course success and retention of Native American Community College students. Native American students enroll, persist, and graduate at the lowest rates of all students, which is why Tinto's student retention theory and Astin's student involvement theory grounded this study. The study sample consisted of 4425 Native American community college students who took the English composition sequence over three years. Logistic regression was used to analyze the data. Research was conducted at a large community college district in the Southwestern United States. Two analyses were conducted for the first research question. In the first analysis, it was determined that faculty employment status in the first composition course did not predict the subsequent course success of Native American students (p = 0.121). In the second analysis, faculty employment status in the second composition course was a statistically significant predictor (R[superscript 2] = 0.033) on the subsequent course success of Native American students (p &lt; 0.001). The second research question found statistical significance (p = 0.005) in the predictive relationship between faculty employment status and Native American student retention (R[superscript 2] = 0.002). The findings of this study provided information to assist community college administration in helping to increase persistence and completion rates for Native American students. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2020,"",Community Colleges; Academic Rank (Professional); American Indian Students; Academic Achievement; School Holding Power; Achievement Gap; Writing (Composition); Courses; Part Time Faculty; College Faculty; Community College Students; Student Attitudes,Meredith Leigh Warner,Dissertations/Theses - Doctoral Dissertations
EJ1267019,The Summer Bridge Program: An Effective Agent in College Students&apos; Retention,"Student retention is a consequential effort of all institutions of higher learning today. The survival of the institution is dependent upon the success of students in obtaining their degrees (Knox, 2005; Noel, 1978). In order to continue to grow a base of Science, Technology, Engineering and Mathematics (STEM) students and produce quality graduates, it is imperative that best practices in student success and retention be identified, documented and replicated. This study looked at the Tennessee Louis Stokes Alliance for Minority Participation Summer Bridge program results in STEM major retention and success in designated courses. Three years of the TLSAMP Summer Bridge were randomly chosen from the inception of the first joint TLSAMP Summer Bridge Program in 2004 and the last one in 2013. The years chosen for this study were 2008, 2012 and 2013. The following information was gathered for participants in the 2008, 2012, and 2013 TLSAMP Summer Bridge Programs: (1) Major; (2) If student returned to school after freshmen year; (3) If a change of major after freshman year; (4) First English course grade; and (5) First Math course grade. TLSAMP Summer Bridge showed an indication to be a best practice for student retention and success in those targeted courses addressed in the bridge program. From a broader perspective, it can be inferred that what works for STEM majors can also work for other majors when tailored for them and the culture of the institution. Further study on the effectiveness and implementation of summer bridge programs on student recruitment and student retention is recommended.",2019,"",Summer Programs; Transitional Programs; School Holding Power; Higher Education; Best Practices; STEM Education; Minority Group Students; College Students; Student Participation; Majors (Students); Academic Achievement; Program Effectiveness,"Howard, Barabra L.; Sharpe, Lonnie, Jr.",Journal Articles; Reports - Research
ED601614,Aid and College Success: The Effect of a Grant-Filled Financial Aid Package on The Academic Performance and Persistence of Traditionally Underrepresented Students in an Academic Support Program,"First-generation college students face unique challenges in higher education compared to students whose parents are college graduates. These students tend to come from lower socioeconomic backgrounds and face difficulty enrolling and persisting in higher education (Horn, 1998; Ishitani, 2003; Latino et al., 2018; Nunez &amp; Cuccaro-Alamin, 1998; Warburton, Bugarin, &amp; Nunez, 2001). They rely more on financial aid and employment to pay for college (Choy, 2001; Pratt, Harwood, Cavazos, &amp; Ditzfeld, 2017), and are highly susceptible to attrition as a result of lacking the financial means to pay for college (Eitel &amp; Martin, 2009). Postsecondary transition and academic support programs were designed to address factors affecting first-generation college student success, postsecondary transition and academic support programs (Almaraz et al., 2010; Kezar, 2000; Tate et al., 2015; Thayer, 2000; Walpole et al., 2008). Effective programs target students with the greatest financial need, assist students with navigating college, and adapt programming to student characteristics (Perna, 2015). Participants of these programs tend to have greater levels of student success compared to first-generation college students who do not participate (Ackermann, 1991; Almaraz et al., 2010; Carey, 2008; Garcia, 1991; McGlynn, 2009). At Florida State University (FSU), the Center for Academic Retention and Enhancement (CARE) is a comprehensive transition and academic support program designed to increase access and student success for first-generation college students. In 2015, FSU developed the CARE Grant to provide a minimum of 75% of the cost of attendance to CARE students in an effort to reduce the level of unmet financial need and increase student success. The purpose of the study was to explore the effects of awarding the grant-filled financial aid package on the persistence and academic achievement of first-generation college students enrolled in an academic support program. CARE provided a unique context to explore the effects of financial aid on academic performance and retention of students in an academic support program. This study is grounded in research relating to retention, first-generation college students, factors relating to their postsecondary persistence and academic success, transitional and academic support programs, financial aid and college costs, and relevant theories relating to the impact of financial aid and college costs on student retention. The research framework is influenced by Reason (2009), who developed a conceptual framework that included organizational context as an element contributing to retention. In the conceptual framework of this study, student demographics and pre-college characteristics contribute to a student's persistence at FSU through the context of CARE participation. Financial aid and college costs variables are additional influences to a student's persistence through to graduation.Through linear and binary logistic regression, the study analyzed the effects of multiple background, academic, and financial variables on FSU GPA, Overall GPA, and first-to-second year retention. The sample consisted of 1,425 students enrolled in CARE between summer 2013-2016 who reenrolled and received financial aid for the subsequent first term. The control group was students who enrolled in CARE in 2013 and 2014 who did not receive the CARE Grant. The study collected data on student GPAs and first-year retention to analyze the effects of the awarding the CARE Grant using data collection procedures native to FSU. The study's findings suggested the grant had no statistically significant effect on academic performance and retention when controlling for other variables. Only high school GPA was statistically significant and positive for both FSU GPA and Overall GPA. High school GPA and Black/African American classification were statistically significant and positively related to retention. The findings are significant in advancing knowledge of first-generation student success, financial aid, and postsecondary academic support programming. Recommendations for future research include examining graduation rates for the population studied, adding additional variables to better explore what elements contribute to academic performance and retention for CARE students, and using mixed methods research to capture additional qualitative factors influencing academic performance and retention. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2019,"",At Risk Students; First Generation College Students; Student Financial Aid; Academic Persistence; Transitional Programs; Academic Support Services; Student Needs; Student Adjustment; Program Effectiveness; School Holding Power; Costs; Grants; Academic Achievement,"Starke, Tadarrayl M.",Dissertations/Theses - Doctoral Dissertations
EJ1395913,Student Connections: The Critical Role of Student Affairs and Academic Support Services in Retention Efforts,"The connections we establish in college are transformative and redirect our lives to make lasting impacts on others around us and in the world. Student affairs and academic support services can make the difference in whether students drop out, fail academically or succeed in their college and career aspirations and realize a personal vision for their future. This research examines the impact of these connections on student retention in college when controlling for common predictors, and reminds us that retention is a campus-wide effort, with student affairs and academic support services serving critical roles. The article also discusses how a large open-admissions university utilized these services to promote student success.",2023,"",College Students; School Holding Power; Academic Achievement; Academic Support Services; Student Personnel Services; Open Enrollment; Predictor Variables; College Transfer Students,"Hoyt, Jeff E.",Journal Articles; Reports - Research
EJ1455166,Institutional Profiling for Educational Development: Identifying Which Conditions for Student Success to Address in a Given Educational Setting--A Case Study,"Thanks to a wealth of research on college student retention, we have today a good understanding of the factors that facilitate student success. However, actions taken to promote student success are far from always effective. The teaching-learning environments differ between institutions and provide, to a greater or lesser extent, the conditions that contribute to student success. The purpose of this case study is to test a method, based on a questionnaire and the use of effect sizes, to establish a &quot;profile&quot; of a particular university department to identify to what extent five conditions for student success (institutional commitment, expectations, support, feedback, and student involvement) contributed to student success in courses given at this department. The practical implications of the profiling method used in the study are discussed.",2025,"",Foreign Countries; Undergraduate Students; Romance Languages; Classical Languages; Second Language Instruction; Introductory Courses; Profiles; Educational Development; Curriculum Development; Academic Achievement; Educational Environment; Student Educational Objectives; Student Personnel Services; Academic Support Services; Feedback (Response); Student Attitudes; Participative Decision Making,Hugues Engel,Journal Articles; Reports - Research
EJ1494410,Learning from Success Stories of Hmong Graduates: Overcoming Challenges and Fostering a Sense of Belonging on College Campuses,"Considering the positive association of a sense of belonging to educational outcomes and lack of Hmong American educational research, this study sought to explore their success stories, sense of belonging, and challenges they surmounted to complete college. Participants identified as Hmong, were 18 years or older, and obtained their bachelor's degree between 2020 and 2022 from a California State University or University of California. The research employed a sequential mixed methods design that included a survey and follow-up interviews. Utilizing grounded theoretical and constant comparative analysis, four interrelated domains of student support that helped to improve Hmong student retention and completion were found: self, relationships, academic and nonacademic. We call this a dynamic, ecological model of support. For successful students, as one domain lacked support, other domain(s) offered increased levels to compensate, increasing the likelihood of retention and completion. Implications for institutions of higher education are discussed.",2026,"",Asian American Students; Hmong People; Success; Sense of Belonging; Barriers; College Graduates; College Environment; Academic Persistence; College Students; At Risk Students; Well Being; Coping; Student Adjustment; Self Esteem; Social Support Groups; Student Personnel Services; Academic Support Services; Interpersonal Relationship; Cultural Influences,Chue Vang; Alfred R. Schademan,Journal Articles; Reports - Research
ED641284,"Success of African American Male Students at Community College: An Analysis of Faculty-Student Engagement, Grit, and Resilience as Predictors of Success","This study examined areas of concern within the community college level of higher education affecting the retention and attrition rates of African American male first-year students at three community colleges in the state of New Jersey. It used a four-stage investigative design to identify variable factors that are correlated to retention and attrition. The participants of this study were first-year Black male students from the three participating institutions in New Jersey. The researcher applied descriptive, correlational, and logistical regression statistics to analyze the data collected from the following instruments employed in the study: the Grit-S Scale, the Resilience Scale™ (RS14), and selected and approved questions from the Community College Survey of Student Engagement (CCSSE). Framed by Duckworth's (2016) theory of grit and the Resilience Scale™ created by Wagnild and Young (1993), along with data provided by the CCSSE, this study sought to discover the factors that may determine the retention and the success of African American male students at the three participating New Jersey community colleges in this study. The study also pursued ascertaining what factors may cause attrition among the Black male students at their community colleges. The study found that although grit and resilience are important factors in African American male community college student's level of achievement, faculty-student engagement is the dominant factor contributing to the retention and success of these learners with respect to earning a degree and transferring to a four-year institution of higher education. This study found that for every one unit of increase in faculty-student engagement provided to Black male students, retention rates increased by double that amount. This evidence suggests that these institutions must enhance their efforts in faculty-student engagement of this at-risk student population through programs of mentorship and on-campus resources such as Black Male Initiative (BMI) groups where faculty and African American male students can come together to discuss their academic and personal goals. This study highlights the relevance of Astin's (1993a) research on involvement that demonstrated how a student's success was connected to the student's engagement with their environment. The study also supports Pascarella's (1980) conceptual model, which pointed out that faculty student engagement was a contributing component of student retention. Lastly, this study provides relevance to the seminal research of Tinto (2017) that addressed retention issues among Black males at community colleges by positing that academic and social integration and engagement need to be established. Tinto believed that this could be the difference between retention and attrition of this student population within community colleges. However, as noted in the research of Wood et al. (2015), all parties involved must welcome this engagement. This means that all community colleges must embrace the tenets of faculty-student engagement on their campuses so that African American male students feel that they belong and are retained. According to Harrison and Palacios (2014), if Black males are welcomed and provided with a sense of belonging within their college environment, there are higher student engagement levels. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2023,"",Community College Students; African American Students; Males; Success; Teacher Student Relationship; Resilience (Psychology); Predictor Variables; Persistence; Individual Characteristics; Student Attrition; School Holding Power; College Freshmen; Influences,Carey Harold Brown,Dissertations/Theses - Doctoral Dissertations
ED639049,The Role of Information Literacy Instruction and Community College Student English Course Success,"Higher education persistence and retention rates have been scrutinized more than ever before, at both the state and national levels. Student success and completion rates are central to funding formulas, and this is specifically true for community colleges in Texas. This study examined the role of library instruction on community college student course success and completion. The frameworks used to support this study are Astin's Theory of Involvement, Astin's I-E-O Model, and the ACRL Information Literacy Framework. The data set was collected over a multi-year period at a large community college in the Gulf Coast region of Texas and includes student demographics, number of library instruction sessions, course completion and success rates, and retention and persistence rates. Library instruction served as the environment based on Astin's model. Student demographics served as the inputs. The data was analyzed to see if there was a statistically significant difference in the outputs, course success, persistence, and retention between students that participated in an information literacy instruction session led by a degreed librarian and students that did not participate in an information literacy instruction session led by a degreed librarian. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2022,"",Community College Students; Information Literacy; English; English Curriculum; Library Instruction; Academic Achievement,Shannon Bennett Hausinger,Dissertations/Theses - Doctoral Dissertations
ED668701,The Student Experience with Success Coaching as a Retention Initiative,"Community colleges have recently begun supplementing nonacademic support services with student success coaching to increase retention. While preliminary research indicates that coaching may positively influence student retention, little is known about the student experience with coaching. The objective of this dissertation was to understand how students perceive participating in a structured coaching relationship in the Coach2Success (C2S, a pseudonym) program as influencing their persistence at Midwest Community College (MCC, a pseudonym). Data for this qualitative case study was collected via semi-structured interviews and document analysis. Interviews were conducted with 11 student participants in the success coaching program who had been retained one or more semesters at MCC. Documents analyzed were the C2S program's annual reports, which included participant and collegewide retention data as well as participant responses from annual surveys on C2S participant experience and satisfaction. Findings provided insight on the importance of the student-coach relationship as influencing student persistence. Specifically, students highlighted the importance of coaches fostering relationship development, goal-setting, and motivation with participants. These findings provide insights for practitioners interested in creating coaching programs, revamping existing programs, and/or adding a coaching element to other student support strategies. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2021,"",Student Experience; Coaching (Performance); Academic Persistence; Community College Students; College Programs; Student Attitudes; Student Participation,Lisa Richardson,Dissertations/Theses - Doctoral Dissertations
EJ1201032,The Relationship between Administrative Intensity and Student Retention and Success: A Three-Year Study,"Through the lens of complexity theory and by utilizing the methodological framework set forth in Gander's 1999 article regarding internal and external organizational elements of administrative intensity, this secondary data analysis study linked the internal organizational elements of administrative intensity to institutional results as evidenced by higher education student retention and graduation rates. Representing institutional investments, efforts, and outcomes from 2004 to 2014, three years of data reporting were gathered from the Integrated Postsecondary Education Data Set (IPEDS) and were then cleaned per secondary data analysis techniques. Using canonical correlation analysis, the internal elements of administrative intensity were correlated with student retention and success. Findings indicate the relationships of internal elements of higher education institutions on student retention and success, which was measured by four-year, six-year, and eight-year graduation rates. The discussion includes education policy implications.",2018,"",Administrative Organization; School Holding Power; Academic Persistence; College Students; Academic Achievement; Graduation Rate,"Romine, Kerry D.; Baker, Rose M.; Romine, Karla A.",Journal Articles; Reports - Research
EJ1422375,"Grit, Retention and Student Success in a South African Distance Education Institution: A Postgraduate Triad?","Psychological grit has gained substantial interest among traditional higher education practitioners, with many seeking the link between grit, academic performance and retention. The literature pertaining to distance education cohorts is scant, however, especially within the South African context, which holds unique challenges for accessing and completing a tertiary qualification. This study made use of a nonexperimental design and used Grit-S and demographic data combined with records of student performance and progression to ascertain grit's role in determining retention and degree completion at a mega distance education institution in South Africa. The sample comprised 775 honours students who registered for their qualification for the first time in 2017. Results from the final structural model highlighted the significant influence of perseverance and first-to-second year retention on student success (operationalised at qualification completion). A subsequent binary logistic regression revealed odds ratios of 1.98 (CI: 1.45 - 2.69) and 12.15 (CI: 7.40 - 19.95), respectively. The final model explained 24% of the variance in qualification completion rates, with the biggest contributor being first-to-second year retention ([beta] = 0.45; p &lt; 0.01). These results and subsequent implications are discussed.",2024,"",Resilience (Psychology); College Faculty; Distance Education; Academic Persistence; College Students; Honors Curriculum; Foreign Countries; Success; Graduation Rate,Kelly Young; Angelo Fynn,Journal Articles; Reports - Research
EJ1486595,An Examination of the Effectiveness of an Institutional Intervention to Improve Retention at an Agricultural College,"Historically, agricultural colleges have primarily attracted students with prior experience in agriculture. However, there is a growing trend of students enrolling without such backgrounds. Recent research emphasizes the need for agricultural colleges to adopt innovative strategies that address the evolving needs of their student body, fostering both retention and academic success. This study assessed the impacts of a college initiative on first to second-year student retention within an agricultural college. Conducted at Colorado State University, a non-experimental cross-sectional predictive design was employed to investigate key variables such as first-year experience course enrollment, first-term GPA, Colorado residency, gender, race, and ethnicity. The results revealed a significant predictive retention rate model (X[superscript 2] (4) =195.625, p&lt;0.001) for students who were enrolled in the first-year experience course (p=0.031). Successfully retained students also had GPAs higher than 2.5 (p&lt;0.001) and had in-state residency status (p=0.004). The findings emphasize the importance of targeted interventions, like first-year agricultural experience courses, in fostering student success and retention within agricultural colleges. This research contributes valuable insights for students and institutions, emphasizing the need to invest in strategies that ensure modern agricultural students' success in their academic environment, thereby fostering a positive impact on the future agricultural workforce.",2025,"",School Holding Power; Agricultural Colleges; Intervention; Program Effectiveness; College Students; In State Students; Grade Point Average; First Year Seminars; Academic Persistence; Gender Differences; Racial Differences; Ethnicity; College Freshmen,Jenny E. Bennett; Michael L. Pate; Kellie J. Enns; Michelle S. Burrows; Nathan Clark; W. Marshall Frasier,Journal Articles; Reports - Research
ED621683,&quot;There&apos;s Not Many More Options for Me&quot;: The Retention and Success of Black Men in Community College,"Despite years' worth of focus on improving the success and retention of Black men in community colleges across the nation, an opportunity gap still exists between success and retention rates for Black men and their White counterparts. Much of the research conducted on Black men and their success and retention has been framed from a deficit model, focused on elements that are lacking in the men themselves or in the educational environment. This study aimed to focus on the aspects of the campus climate and the external environment and the psychological factors that positively impact the success and retention of Black men in the community college environment. The theoretical frameworks used for this study were self-efficacy (Bandura, 1977), stereotype threat (Steele &amp; Aronson, 1995), microaggressions (Sue et al., 2007), and critical race theory (Delgado &amp; Stefancic, 2012). Through these lenses, eight Black men attending a Midwest community college answered interview questions aimed at identifying the campus climate, external environment and psychological factors that positively impacted their success and retention in community college. All of the men were on target to complete their two-year degree in no more than three years, considered on-time completion by the Department of Education. The results of the study indicated there were several themes that positively impacted their success and retention: belief in self, co-curricular/extra-curricular activities, on campus relationships, and support networks. It is recommended that community colleges looking to increase the success and retention of Black men on their campuses, thus reducing the existing opportunity gap, work to replicate these experiences for the Black men on their campuses to support their success. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2022,"",African American Students; Males; Community Colleges; Two Year College Students; Academic Persistence; Success; College Environment; Environmental Influences; Psychological Patterns; Self Efficacy; Ethnic Stereotypes; Racial Bias; Critical Theory; Race; Extracurricular Activities; Interpersonal Relationship; Social Support Groups,"Murphy, Theresa",Dissertations/Theses - Doctoral Dissertations
EJ1303669,Success and Retention of Community College Students in Hybrid versus Face-to-Face Anatomy Courses,"As community colleges are increasingly offering distance education courses, it is of great interest to examine student performance specifically in science courses. The objective of this study was to examine the student success and retention rates in anatomy courses that were offered face-to-face (F2F) compared to hybrid offerings. In the F2F courses, both lecture and lab sessions were on campus while the hybrid version involved on-campus labs and online lectures. Student grade point average (GPA), as a performance factor, was also examined. The results indicated that the student success and retention rates were significantly lower in the hybrid anatomy courses compared to the F2F. In addition, student GPAs were significantly lower among those students who failed the classes compared to those who passed, regardless of the delivery mode. Studies on student performance in distance education environments are needed to close the achievement gap among community college science students, particularly minority and nontraditional students. It is more likely that most nontraditional and minority students begin higher education at community colleges, and a lack of success in their science classes will place them at higher risk to drop out of college and may deter them from continuing in the sciences.",2021,"",Community Colleges; Two Year College Students; Blended Learning; Educational Technology; Technology Uses in Education; Anatomy; Conventional Instruction; Distance Education; Science Instruction; Success; Academic Persistence; Grade Point Average; Program Effectiveness; Lecture Method; Laboratories,"Mohammadian, Parvaneh; Boroon, Parnaz Rezaie; Tang, Sophia; Pakzad, Mahsa; Gojgini, Shohreh",Journal Articles; Reports - Research
EJ1239575,(Re)Defining Queer and Trans* Student Retention and &quot;Success&quot; at Historically Black Colleges and Universities,"Unfortunately, within the extant scholarship that has explored queer and trans* historically Black college and university (HBCU) students, the discourse(s) that deliberately center how they can be retained, persist, and ultimately graduate have largely been absent from the literature. Thus, this conceptual exploration offers strategies that HBCUs can and should utilize to ensure that their queer and trans* students persist and graduate. A practice-oriented model is also presented to serve as a guide for HBCU student affairs practioners, presidents, and faculty members to implement so that they may inculcate environments of &quot;success&quot; for their queer and trans* students. Ultimately, the &quot;Queer and Trans* HBCU Student Engagement and Retention Practice Model&quot; illustrates how HBCUs can engage their queer and trans* students during admissions or recruitment, matriculation, and even as alumni.",2020,"",LGBTQ People; School Holding Power; Academic Persistence; Black Colleges; Student Recruitment; College Students; Graduation; Student Personnel Workers; Student Personnel Services; Guides; Academic Achievement; Learner Engagement; College Admission; College Faculty; College Presidents; Enrollment Management; Health Services; Alumni; Models,"Mobley, Steve D., Jr.; Hall, Leslie",Journal Articles; Reports - Descriptive
ED595812,Perceptions of the Fine Arts Impact on Student Retention at a North Carolina Community College,"The problem to be addressed by this study was the lack of student retention on the part of community college students, how that was perceived by faculty, staff, and students, and how retention could potentially be impacted by student participation in fine arts courses and activities. The purpose of this qualitative study was to examine fine arts programs in the community college setting as they relate to student success, and to gain a better perspective into the views of students, instructors, and administrators as to how they saw the impact fine arts programs may have on student success. Examining students at a North Carolina Community College and the perceptions others have of their success, as it pertained to completion when the participation in fine arts activities and courses was present, was the guiding framework. For this study, surveys were disbursed to current faculty and staff of a North Carolina Community College, and to current students of the institution. Questions included in the survey were in relation to individuals' perceptions of student success, as it relates to their retention and resulting completion of a 2-year degree, how those perceptions may have changed due to a student's involvement in fine arts courses, and whether fine arts participation while in college was perceived to influence student retention at the institution. Research questions to be answered included the following: To what extent are the fine arts necessary in community colleges? Is the taking of fine arts courses by non-fine arts majors necessary or important based on the potential ability of those courses to enhance creativity? And, to what extent will faculty, staff, and students of the NC Community College perceive the impact of fine arts on a student's educational completion and retention rates? Surveys were submitted electronically by participants via Institutional Effectiveness Department at the NC Community College. Answers to the survey were documented by the researcher after a sufficient sample of surveys were submitted. Data was compared from all surveys and the information was recorded. It is recommended that the local community college in the study begin to closely examine the direct impact fine arts courses and programs can have on student retention, student completion, and on the overall community college experience for students going forward. It is also recommended for practice that the community college system and the state and federal legislature conduct further research into the views of the general public on the impact of the fine arts in collegiate education, not only for the fine arts' direct program benefits, but for its potential impact on student retention and completion. The results of this study have implications for potential positive change at community colleges across the state by showing the perception others have of the impact of fine arts courses and programs on one's overall college experience. At the individual community college level, the results of this study may serve to inform college administration of the impact these fine arts programs can have on the community college as a whole in terms of perception amongst the faculty, staff, and student body. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2018,"",Fine Arts; Art Education; School Holding Power; Two Year College Students; Community Colleges; Academic Achievement; Outcomes of Education; Nonmajors; Creativity,"Maddox, Timothy Derek",Dissertations/Theses - Doctoral Dissertations
EJ1211829,Advising Students for Success in Higher Education: An All-Out Effort,"Advising students for success in higher education has always been an important and challenging task. This becomes even more critical nowadays as most higher education institutions are trying to boost their enrollment and improve their retention so that they can be self-sufficient financially and sustainable economically. Research studies on student advising in higher education are abundant. A comprehensive literature review, however, shows that these research studies tend to be myopic in scope and quantitative in methodology. In this research, we attempt to depict a holistic view of an all-out effort on advising students for success, by describing practical approaches and collecting relevant narratives at four levels, including university, college, department, and faculty. It is our hope that this research can help people--whether they are school administrators, faculty members, or college students--have a holistic view of student advising and be successful in their role in higher education.",2019,"",Academic Advising; Higher Education; Faculty Advisers; College Faculty; College Students; Academic Achievement; Success; Holistic Approach; Business Schools; Program Effectiveness,"Zhang, Xihui; Gossett, Carol; Simpson, Jill; Davis, Ron",Journal Articles; Reports - Research
ED649329,"Promoting College Retention for Minority First-Generation Students: The Importance of Transitional Adjustment, Academic Support, and Validation","College retention is a topic of concern for many leaders of post-secondary institutions. This study explores the multifaceted elements of a summer bridge program aimed at bolstering college retention for minority first-generation students through a combination of mentorship, academic support, and community-building initiatives. The purpose of the study was to evaluate the relationships between the essential elements of first-generation minority college students' participation in the summer bridge program and how these elements may affect retention rates at a local four-year institution in Southeast Florida. Using a survey instrument as the research methodology, the researcher investigated the program's impact on students' academic success, social integration, and overall retention rates. By examining the experiences and perspectives of 38 sample participants, this research provides valuable insights into the design and implementation of effective support systems that foster the persistence and success of minority first-generation college students. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2024,"",Minority Group Students; First Generation College Students; School Holding Power; Transitional Programs; Adjustment (to Environment); Student Adjustment; Academic Support Services; Summer Programs; Mentors; Group Guidance; Community Support; Influences; Success; Postsecondary Education,Jacoby A. Watkins,Dissertations/Theses - Doctoral Dissertations
EJ1398814,An Initiative to Develop OER-Based General Education Courses in Higher Education,"Following the institution's strategic goal to make it an affordable campus, institutional administrators advocated using open educational resources (OERs) to reduce the cost of attendance and improve low retention rates in gateway courses. In this project, researchers invited faculty members to systematically design, develop, and deliver three general education (GED) courses with OERs to promote and test innovative pedagogical approaches for student success and retention. The project also aims to enable students to complete and earn their degrees seamlessly and affordably. The purpose of this paper is to describe the initiative, disseminate information to instructors, administrators, and other scholars on the effective practices to integrate OERs into GED courses, and show the effectiveness of OERs in increasing students' learning experiences, instructors' teaching experiences, and student retention.",2023,"",Open Educational Resources; General Education; Instructional Design; Success; School Holding Power; College Students; Student Attitudes; College Faculty; Teacher Attitudes; Student Costs,"Varma, Shanta Goswami; Ren, Xinyue",Journal Articles; Reports - Research
EJ1240012,First Generation College Students&apos; Perceptions of an Academic Retention Program,"This qualitative study examines the perceptions of students enrolled in a campus-based program designed to promote academic success and retention of first generation college students. Method: Twenty-five undergraduate students in the program participated in focus groups and interviews to share their perceptions and experiences. Research team members conducted a thematic analysis on the focus groups and interviews transcripts. Findings: Students reported program components that contributed to their academic success and retention including support, expectations, resources, and preparation. Students also described concerns about how students' needs changed over time and how students in the program were perceived on campus.",2019,"",First Generation College Students; Student Attitudes; School Holding Power; Academic Achievement; Transitional Programs; State Universities; Minority Group Students; Summer Programs; Program Effectiveness; Expectation; Academic Support Services; Student Personnel Services; Student Financial Aid; Student Needs; Labeling (of Persons); Sense of Community; Skill Development,"Schelbe, Lisa; Becker, Martin Swanbrow; Spinelli, Carmella; McCray, Denesha",Journal Articles; Reports - Research
EJ1170794,Professional Staff Contributions to Student Retention and Success in Higher Education,"Student attrition remains a persistent problem within the Australian higher education sector. Contributing factors include financial, reputational and quality issues, which can pose significant risks for a university's sustainability. Institutional culture is fundamental to decisions student make about withdrawing or remaining in higher education. Therefore, student retention requires a sustained, deeply embedded commitment from all parts of the institution, placing student experience at the forefront of all activities in the student lifecycle. Applying a lifecycle approach to the way in which institutions think about student retention benefits students by providing comprehensive and consistent support. Given that less is known about how professional staff contribute to student academic learning journeys as part of whole of institution responses to student retention, this paper focusses on the contributions that professional staff make within the student lifecycle and how they can most readily map their contributions to student retention and success.",2018,"",Student Attrition; School Holding Power; Academic Achievement; Higher Education; Foreign Countries; Teacher Influence; Teacher Student Relationship; Academic Persistence; Teacher Role; College Preparation; School Orientation; Graduation; Career Readiness; Alumni; Lifelong Learning,"Roberts, Jenny",Journal Articles; Reports - Descriptive
EJ1416432,Choosing a Major: How the Experiences of African American and Latino Males Influence Retention and Persistence,"African American and Latino males' success in postsecondary education depends on several factors. Retention and persistence are one of the most studied factors for exploring the success of African American and Latino male college students. However, few studies focus on the influence of the major selection process on their persistence and retention. There are untold stories of resilient and motivated African American and Latino males and how they have overcome challenges to persist and ultimately graduate. This study took place during the start of the COVID-19 pandemic and offers insight into the major selection process for six highly motivated African American and Latino males by highlighting their experiences through their stories.",2024,"",Majors (Students); Decision Making; African American Students; Hispanic American Students; Males; School Holding Power; Academic Persistence; Academic Achievement; Resilience (Psychology); Student Motivation; Student Experience; College Students,Yosayra F. Solano,Journal Articles; Reports - Research
